"Publications at Dec 2021, taken from Microsoft Research site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,,,,
7,,mccutchen2020elastic,"McCutchen, Matt; Borghouts, Judith; Gordon, Andy; Peyton Jones, Simon; Sarkar, Advait",Elastic Sheet-Defined Functions: Generalising Spreadsheet Functions to Variable-Size Input Arrays,Journal of Functional Programming,30,e26,August,,2020,,,https://www.microsoft.com/en-us/research/publication/elastic-sheet-defined-functions-generalising-spreadsheet-functions-to-variable-size-input-arrays/,,,,,,,,,,,,,"Sheet-defined functions (SDFs) bring modularity and abstraction to the world of spreadsheets. Alas, end users naturally write SDFs that work over fixed-size arrays, which limits their re-usability. To help end user programmers write more re-usable SDFs, we describe a principled approach to generalising such functions to become elastic SDFs that work over inputs of arbitrary size. We prove that under natural, checkable conditions our algorithm returns the principal generalisation of an input SDF. We describe a formal semantics and several efficient implementation strategies for elastic SDFs. A user study with spreadsheet users compares the human experience of programming with elastic SDFs to the alternative of relying on array processing combinators. Our user study finds that the cognitive load of elastic SDFs is lower than for SDFs with map/reduce array combinators, the closest alternative solution.",,,,,,,,
5,,meijer1997henk,"Meijer, E.; Peyton Jones, Simon",Henk: a typed intermediate language,,,,May,,1997,,,https://www.microsoft.com/en-us/research/publication/henk-a-typed-intermediate-language/,Types in Compilation,,Types in Compilation,,,,,,,,,,"There is growing interst in the use of richly-typed intermediate languages in sophisticated compilers for higher-order, typed source languages. these intermediate languages are typically stratified, involving terms, types, and kinds. As the sophistication of the type system increases, these three levels begin to look more and more similar, so an attractive approach is to use a single syntax, and a single data type in the compiler, to represent all three. The theory of so-called pure type systems makes precisely such an identification. This paper describes Henk, a new typed intermediate language based closely on a particular pure type system, the lambda cube. On the way we giv a tutorial introduction to the lambda cube.",,,,,,,,
6,,mokhov2016non-recursive,"Mokhov, Andrey; Mitchell, Neil; Peyton Jones, Simon; Marlow, Simon",Non-recursive Make Considered Harmful,,,,September,170-181,2016,,,https://www.microsoft.com/en-us/research/publication/non-recursive-make-considered-harmful/,Proceedings of the 9th International Symposium on Haskell,,Haskell Symposium 2016,,,,,,,,,,"Most build systems start small and simple, but over time grow into hairy monsters that few dare to touch. As we demonstrate in this paper, there are a few issues that cause build systems major scalability challenges, and many pervasively used build systems (e.g. Make) do not scale well.  This paper presents a solution to the challenges we identify. We use functional programming to design abstractions for build systems, and implement them on top of the Shake library, which allows us to describe build rules and dependencies. To substantiate our claims, we engineer a new build system for the Glasgow Haskell Compiler. The result is more scalable, faster, and spectacularly more maintainable than its Make-based predecessor.",,,,,,,,
6,,mokhov2018build,"Mokhov, Andrey; Mitchell, Neil; Peyton Jones, Simon",Build systems a la carte,,,,September,,2018,,,https://www.microsoft.com/en-us/research/publication/build-systems-la-carte/,Proc International Conference on Functional Programming (ICFP'18),,,,,ACM,,,,,,,"Build systems are awesome, terrifying -- and unloved. They are used by every developer around the world, but are rarely the object of study. In this paper we offer a systematic, and executable, framework for developing and comparing build systems, viewing them as related points in landscape rather than as isolated phenomena. By teasing apart existing build systems, we can recombine their components, allowing us to prototype new build systems with desired properties.  All the code is available in this Git repository, and also as a Hackage library.  An expanded journal version of this paper is available (JFP, 2020)",,,,,,,,
7,,mokhov2020build,"Mokhov, Andrey; Mitchell, Neil; Peyton Jones, Simon",Build systems a la carte: theory and practice,Journal of Functional Programming,30,E11,April,,2020,,https://doi.org/10.1017/S0956796820000088,https://www.microsoft.com/en-us/research/publication/build-systems-a-la-carte/,,,,,,,,,,,,,"Build systems are awesome, terrifying – and unloved. They are used by every developer around the world, but are rarely the object of study. In this paper we offer a systematic, and executable, framework for developing and comparing build systems, viewing them as related points in a landscape rather than as isolated phenomena. By teasing apart existing build systems, we can recombine their components, allowing us to prototype new build systems with desired properties. This is a revised and expanded journal version of our ICFP'18 paper Build systems a la carte""", with more detail and a new section on our experience of turning theory into practice.,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Executable code is available here.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,morales-alvarez2021vicause,"Morales-Alvarez, Pablo; Lamb, Angus; Woodhead, Simon; Peyton Jones, Simon; Allamanis, Miltos; Zhang, Cheng",VICAUSE: Simultaneous missing value imputation and causal discovery,,,MSR-TR-2021-14,July,,2021,,,https://www.microsoft.com/en-us/research/publication/vicause-simultaneous-missing-value-imputation-and-causal-discovery/,,,,,,,,,ICML 2021 workshop on the Neglected Assumptions in Causal Inference,,ICML 2021 workshop on the Neglected Assumptions in Causal Inference,,"Missing values constitute an important challenge in real-world machine learning for both prediction and causal discovery tasks. However, only few methods in causal discovery can handle missing data in an efficient way, while existing imputation methods are agnostic to causality. In this work we propose VICAUSE, a novel approach to simultaneously tackle missing value imputation and causal discovery efficiently with deep learning. Particularly, we propose a generative model with a structured latent space and a graph neural network-based architecture, scaling to large number of variables. Moreover, our method can discover relationship between groups of variables which is useful in many real-world applications. VICAUSE shows improved performance compared to popular and recent approaches in both missing value imputation and causal discovery.",,,,,,,,
6,,moran1999imprecise,"Moran, Andy; Lassen, Soeren; Peyton Jones, Simon","Imprecise exceptions, co-inductively",,,,January,137-156,1999,,,https://www.microsoft.com/en-us/research/publication/imprecise-exceptions-co-inductively/,Higher Order Operational Techniques in Semantics: Third International Workshop,,Higher Order Operational Techniques in Semantics: Third International Workshop,Electronic Notes in Theoretical Computer Science,,Elsevier,,,,,,,"In a recent paper, Peyton Jones et al proposed a design for imprecise exceptions in the lazy functional programming language Haskell. The main contribution of the design was that it allowed the language to continue to enjoy its current rich algebra of transformations. However, the denotational semantics used to formalise the design does not combine easily with other extensions, most notably that of concurrency. We present an alternative semantics for a lazy functional language with imprecise exceptions which is entirely operational in nature, and combines well with other extensions, such as I/O and concurrency. The semantics is based upon a convergence relation, which describes evaluation, and an exceptional convergence relation, which describes the raising of exceptions. Convergence and exceptional convergence lead naturally to a simple notion of refinement, where a term $M$ is refined by $N$ whenever they have identical convergent behaviour, and any exception raised by $N$ can also be raised by $M$. We are able to validate many call-by-name equivalences and standard program transformations, including the ubiquitous strictness transformation.",,,,,,,,
7,,najd2017trees,"Najd, Shayan; Peyton Jones, Simon",Trees that grow,Journal of Universal Computer Science (JUCS),23,,January,47-62,2017,,,https://www.microsoft.com/en-us/research/publication/trees-that-grow/,,1,,,,,,,,,,,"We study the notion of extensibility in functional data types, as a new approach to the problem of decorating abstract syntax trees with additional information. We observed the need for such extensibility while redesigning the data types representing Haskell abstract syntax inside Glasgow Haskell Compiler (GHC).  Specifically, we describe a programming idiom that exploits type-level functions to allow a particular form of extensibility.  The approach scales to support existentials and generalised algebraic data types, and we can use pattern synonyms to make it quite convenient in practice.",,,,,,,,
